x,y,score,im_path,prompt
0.22117877,0.9749404,0.24983106613159178,train/00007252.jpg,"A closeup of a giant dahlia flower head with a girl in a suit standing in a street under a blue sky at sunrise, resembling an impressionist painting by Simon Stalenhag."
0.80143607,0.23871714,0.283813419342041,train/00007301.jpg,Several cars are traveling on a city street while a bicyclist waits to cross the street.
0.5563371,0.7845632,0.24603502273559572,train/00007518.jpg,"A damaged cyborg is being repaired in a super advanced military medical bay, in a highly detailed cyberpunk-inspired illustration by Yintion J - Jiang Geping, Artgerm, Greg Rutkowski, and Alphonse Mucha on Artstation."
0.8126421,0.34833726,0.2774456787109375,train/00007583.jpg,A person standing over a snowboard in the snow.
0.07810368,0.32363075,0.2626674270629883,train/00007893.jpg,A wooden haynka stands alone in a pine forest glade in the Carpathian forests of Europe in a detailed watercolor by Lurid.
0.6599572,0.3939357,0.29294267654418943,train/00007922.jpg,"A cat wearing high top sneakers and sunglasses, riding a skateboard."
0.42036137,0.7856355,0.26183095932006833,train/00008037.jpg,"A highly detailed digital painting of an Inuit empress in a fantasy-style portrait, trending on Artstation and created by Artgerm, Greg Rutkowski, and Magali Villeneuve."
0.5531424,0.6999171,0.265233211517334,train/00008044.jpg,A dark robotic fencer wearing a helmet in a science fiction portrait.
0.15351538,0.39688927,0.24603033065795898,train/00008124.jpg,"The image depicts a dark, ominous schoolyard wall with a blue cold sky in the background."
0.6337845,0.7590458,0.2491518020629883,train/00008153.jpg,Jedi Luke Skywalker stands in a crystal cave surrounded by red gemstones with his blue lightsaber in an iconic cinema scene.
0.82456595,0.26898417,0.2899849319458008,train/00008386.jpg,Two people are riding on a motorcycle past a man.
0.26929244,0.5257592,0.2523082733154297,train/00008431.jpg,Patrick Nagel's art featuring The Great Wave off Kanagawa.
0.58849454,0.73998463,0.2699801635742187,train/00008445.jpg,Thorin Oakenshield holding a war axe in a film still concept art.
0.43525404,0.8074342,0.2689458084106445,train/00008514.jpg,"A cute Asian cosplay girl dressed as Hatsune Miku, illustrated by Gil Elvgren and rossdraws."
0.44986,0.142134,0.2751060676574707,train/00008552.jpg,A blue wall and a white stove with a blue and white checker background.
0.43079698,0.80385476,0.2736425971984863,train/00008698.jpg,A female priestess in traditional garbs depicted in highly detailed digital painting.
0.54163355,0.6815268,0.27656015396118167,train/00008731.jpg,"The image depicts an American man wearing assault powered armor in a Square Enix game style, painted by Greg Rutkowski and rendered with Octane Render."
0.36149788,0.41935974,0.27913167953491214,train/00008803.jpg,Person jumping out of a spaceship into a nebula.
0.52567154,0.4747498,0.25233921051025393,train/00008815.jpg,A clipart image featuring African animals.
0.2482065,0.97791535,0.28114831924438477,train/00008969.jpg,Girl with a daisy head veil walking in a flower field at sunrise in a dreamy and colorful digital artwork by Simon Stalenhag.
0.55599296,0.68180025,0.29133056640625,train/00009050.jpg,"A detailed portrait of a pilot in an anti-g flight suit, with an open mouth and terrified expression in a xenomorph medical bay scene."
0.5230563,0.905357,0.2900222206115723,train/00009286.jpg,A portrait of a woman wearing a red dress with a garden background in an American-style pin-up pose.
0.48178798,0.56086844,0.26086055755615234,train/00009552.jpg,A demonic crow wearing a man costume in an exterior desert oasis.
0.47352856,0.34401575,0.2723455810546875,train/00009602.jpg,"An image of Ulthar, a city filled with cats."
0.5448622,0.67191035,0.2906586456298828,train/00009627.jpg,"A close-up portrait of Ed Westwick as a friendly and smiling prince mage, with an abstract sunfire background."
0.8222504,0.29225764,0.2847597885131836,train/00009707.jpg,A man wearing a hat riding a motorcycle.
0.22544783,0.96457434,0.23987682342529296,train/00009720.jpg,"A girl standing on a mountain with a giant dahlia flower as her head, against a backdrop of blue storm clouds, in a surreal impressionist digital painting by Simon Stålenhag."
0.43199012,0.55925745,0.24360689163208007,train/00009808.jpg,The image is a dark and intricate digital painting of a monstrous alien with symmetrical features.
0.21903898,0.5829204,0.24644397735595702,train/00009916.jpg,Illustration on wikiHow demonstrating how to hide the sun.
0.35391748,0.46953008,0.2565496826171875,train/00010019.jpg,"A cosmic worm eating a star, art by Greg Rutkowski."
0.4442684,0.48720372,0.2817118835449219,train/00010139.jpg,An octopus is grabbing a small submarine underwater in an illustration by Greg Rutkowski.
0.97112596,0.4181566,0.25691053390502927,train/00010159.jpg,a plane flys through the grey sky 
0.2680476,0.44245094,0.24829423904418946,train/00010227.jpg,"A hyperrealistic UFO hovering in a dark night sky with star trails, dramatic light, and fluffy clouds."
0.2242406,0.9715656,0.23461490631103515,train/00010300.jpg,"A girl walks under a giant dahlia flower on a mountain, with surreal elements, stars, and storm clouds, in an artwork by Simon Stalenhag on Artstation."
0.47652027,0.69362193,0.2616705894470215,train/00010407.jpg,"A smirking male bard portrait in digital painting style, featuring a D&D fantasy concept with high detail and art by artgerm, greg rutkowski, and alphonse mucha."
0.2927188,0.8576328,0.2111294937133789,train/00010427.jpg,"A girl runs from a giant robot invasion in a deserted junk town, with broken vending machines and bold graffiti in the background."
0.5717791,0.24790141,0.2711447525024414,train/00010472.jpg,A kitchen scene with several people preparing food.
0.41187,0.8240749,0.24814334869384766,train/00010488.jpg,"A digital painting of an elf woman in battle armor, with olive skin and long dark hair."
0.24615583,0.5416741,0.2438261604309082,train/00010509.jpg,The image is a futuristic Soviet propaganda poster featuring a broken giant marble head statue ruins in a surreal vaporwave liminal space at night with the Milky Way in the background.
0.32037258,0.5090902,0.24540746688842774,train/00010600.jpg,A poster for an anime movie about a wizard school.
0.67032975,0.7227094,0.25398805618286135,train/00010642.jpg,"An attractive male android, half robot and half humanoid, posed like a statue with shiny skin and a blank stare, resembling Twitch streamer Ninja Tyler Blevins."
0.34404996,0.8075606,0.22063074111938477,train/00010684.jpg,A lioness portrayed as a beautiful woman with a vivid cloth draped over her.
0.26001513,0.67186165,0.2168935012817383,train/00010796.jpg,A movie poster featuring Pennywise jumping out of a birthday cake.
0.20983694,0.40491384,0.26617408752441407,train/00010903.jpg,"A digital painting of a highly detailed Greek Revival mansion, created as concept art and illustrated by Raphael Lacoste and Greg Rutkowski."
0.35281163,0.6978819,0.2381705856323242,train/00011024.jpg,A skeleton astronaut without his helmet on a colorful alien planet with lime trees.
0.34762588,0.78989893,0.20236972808837891,train/00011056.jpg,"The image is a close-up portrait of a goddess surrounded by various sea creatures and intricate artwork by Tooth Wu, wlop, and Beeple, rendered in high detail using Octane and trending on ArtStation."
0.6300805,0.35436526,0.28220298767089846,train/00011393.jpg,A black and white cat sits in a white sink.
0.21656677,0.5172627,0.24204986572265624,train/00011460.jpg,A normal map for a 3D colorful recycled plastic texture.
0.64468396,0.29731515,0.27086544036865234,train/00011501.jpg,A couple of beautiful women talking to an older man.
0.4391554,0.8528996,0.2779087066650391,train/00011609.jpg,"Portrait of a girl soldier wearing a Gundam mobile suit with a glass helmet, by Kai Yi."
0.4269299,0.83280903,0.2556888198852539,train/00011651.jpg,".

A green witch walks through a garden of magical plant creatures in the style of 1992 X-Men: The Animated Series."
0.47881326,0.1547863,0.26325082778930664,train/00011672.jpg,"A small white kitchen with a stove, refrigerator, table, and dishwasher."
0.3882603,0.81721836,0.25048988342285156,train/00011715.jpg,"A blue ink, one-line female portrait with abstract faces printed on a fashion poster."
0.9311836,0.3962037,0.25870519638061523,train/00011903.jpg,A picture of a plane in a runway.
0.22410631,0.57516503,0.2553693389892578,train/00011920.jpg,An image of two complementary forces representing all aspects and phenomena of life by Raymond Briggs.
0.31536362,0.97038394,0.27110111236572265,train/00012049.jpg,Image of a woman with a paper bag over her head holding a sword in a rubble-filled environment.
0.44339818,0.80368924,0.276643123626709,train/00012071.jpg,A highly detailed digital painting of an Aztec empress in a fantasy setting with sharp focus and created by a team of artists.
0.41213676,0.53162867,0.2704000473022461,train/00012137.jpg,A photorealistic closeup of Bob Ross painting Iron Man and trees on canvas.
0.482751,0.69199955,0.27074527740478516,train/00012321.jpg,"A portrait of actor Lee Byung-hun in a black suit, created as a highly detailed digital painting by artists Artgerm and Greg Rutkowski for Artstation as concept art."
0.080471605,0.34372556,0.2364622688293457,train/00012385.jpg,An enchanted forest with a swamp in Hearthstone.
0.21857768,0.46028575,0.24308382034301756,train/00012403.jpg,The image is a highly detailed miniature architecture model represented on a satellite image used as a game map for the casual game Anno 1602.
0.6252881,0.39111492,0.2644963264465332,train/00012483.jpg,"Image of a dog on a sofa staring at its food dish under a window in a living room, illustrated by Goro Fujita."
0.5303656,0.26943442,0.27753162384033203,train/00012603.jpg,A black man is taking a mirror selfie
0.8605857,0.19050643,0.31607999801635744,train/00012652.jpg,Blue motorcycle parked outside on the side of the road.
0.6623625,0.51437354,0.30331212997436524,train/00012659.jpg,A cartoon wolf in a hot dog costume and sunglasses holds a slice of pizza in its mouth.
0.39988098,0.95026374,0.28772146224975587,train/00012661.jpg,"A bunnygirl stands on a Tokyo street surrounded by a glowing forest and mushrooms, with machines in the background, beneath a starry sky."
0.6898335,0.5467232,0.2865239334106445,train/00012671.jpg,The image is of an anthropomorphic orange walking on a sidewalk.
0.42051354,0.054077625,0.2656415939331055,train/00012799.jpg,Interior of bathroom with tub and sliding glass divider and dark tile.
0.5723019,0.81145227,0.2646666145324707,train/00012910.jpg,"The image depicts Joshua Middleton's comic art featuring the beautiful, evil Eva Green as the Indigo Magician, wearing leather clothing and boots with long red hair, a symmetrical face, and a sneering expression, showcasing the Indigo occult pattern."
0.7214033,0.17072622,0.2768617248535156,train/00013017.jpg,The driver's side mirror of a bus riding on a ferry.
0.3807031,0.062801525,0.2597963523864746,train/00013038.jpg,THERE IS A TUB AND TOILET IN THE BATHROOM
0.3740579,0.8675155,0.26447343826293945,train/00013138.jpg,A woman crying as her city is destroyed in an illustration on DeviantArt.
0.59547395,0.9007254,0.26092041015625,train/00013212.jpg,A hot lemon female character is building a sandcastle on the beach at sunset with a hat while waves crash behind her.
0.67665946,0.37821466,0.289366340637207,train/00013282.jpg,A brown dog laying down in a room next to a desk.
0.6827538,0.38218573,0.27791193008422854,train/00013548.jpg,a small dog is sitting in front of the tv
0.614415,0.48865512,0.2706790542602539,train/00013638.jpg,A raccoon riding an oversized fox through a forest in a furry art anime still.
0.838483,0.25652313,0.30717321395874025,train/00013669.jpg,A group of people riding motorcycles down a street.
0.6715597,0.70349365,0.2830917167663574,train/00013686.jpg,"A half-robot, half-humanoid male android named Sebastian Yatra posing like a statue with shiny skin and a blank stare."
0.6697093,0.69633496,0.2977462387084961,train/00013687.jpg,"A half-robot, half-humanoid male android named Sebastian Yatra posing like a statue with shiny skin and a blank stare."
0.6708105,0.7214222,0.2608804130554199,train/00013700.jpg,"Realistic photo of a male android bodybuilder Chris Redfield, with shiny skin, posing robotically and a blank stare."
0.4744756,0.8129034,0.28474620819091795,train/00013726.jpg,An image of a goddess protecting the earth with intricate details and realistic lighting effects.
0.54678434,0.84133375,0.2779616165161133,train/00013898.jpg,A female figure made of steak.
0.5186832,0.47003186,0.25069459915161135,train/00013980.jpg,Digital oil painting of a unicorn by Greg Rutkowski.
0.42981553,0.8427346,0.27150110244750975,train/00014126.jpg,Anime sketch of Maria Ramboeu.
0.24770513,0.553942,0.2530767250061035,train/00014338.jpg,"The image has a cinematic and filmic quality, resembling a 35mm film with the use of AI."
0.5719835,0.546154,0.28303215026855466,train/00014437.jpg,A white dragon with blue eyes against an epic background.
0.6876752,0.16294202,0.2670859146118164,train/00014504.jpg,"A dark, foggy night scene shows the length of a street with stop lights cutting into the gloom and culminating with a church at the far end. "
0.36415824,0.019876841,0.2918577766418457,train/00014579.jpg,A red helmet is on a yellow toilet in the dirt.
0.44812524,0.14536592,0.2804785346984863,train/00014628.jpg,A kitchen with grey countertops and red tile.
0.40922087,0.89105654,0.2732374954223633,train/00014845.jpg,"A young female warrior stands in light armor on a battlefield with a haunted forest in the background, inspired by the artwork of Luis Royo."
0.47384286,0.15286495,0.26117408752441407,train/00014905.jpg,Light shines in a kitchen with white cabinets and a stove.
0.3848951,0.6410533,0.23712440490722655,train/00014992.jpg,"A portrait of Vincent van Gogh drinking cola, in the style of The Starry Night, with a surprised expression and detailed features."
0.45557934,0.6780632,0.2690257453918457,train/00015066.jpg,"Portrait of Ryan McPartlin in intricate, detailed digital painting by Artgerm, Greg Rutkowski, and Alphonse Mucha on ArtStation."
0.28489378,0.39858717,0.26984193801879885,train/00015103.jpg,"A stairway filled with orange juice, creating a scene of horror."
0.55113107,0.6833088,0.2753191566467285,train/00015164.jpg,A fantasy portrait of a purple-skinned character with a Thanos-inspired appearance and a handmade black snake skin eye patch with buckle.
0.17599888,0.41084427,0.25220664978027346,train/00015258.jpg,"""Oil on canvas painting of El Balneario on Pedregalejo beach in Málaga."""
0.4261706,0.62105036,0.26373374938964844,train/00015289.jpg,An illustration of Luffy in Pixar style as a concept art with high detail.
0.32660484,0.035847228,0.27258810043334963,train/00015525.jpg,A toilet with a roll of toilet paper is shown next to it.
0.9510869,0.40175235,0.2632859039306641,train/00015529.jpg,Pontoon propeller airplane taking off near a docked cruise ship.
0.4172255,0.79757243,0.2611665153503418,train/00015581.jpg,A portrait of a lioness queen depicted as a beautiful woman in D&D concept art.
0.46106607,0.5609742,0.26707628250122073,train/00015667.jpg,"An illustration of Iron Maiden's mascot, Eddie, exploding into pieces done by Derek Riggs."
0.61740476,0.4618781,0.25996980667114256,train/00015744.jpg,A bear balances on a high-wire with a large cake in its paws.
0.9737178,0.406408,0.2670192337036133,train/00015800.jpg,"A red, white, and blue airplane is flying in the sky."
0.6689161,0.12030277,0.28395774841308596,train/00015854.jpg,a clock in the wall of a building above a doorway
0.12252124,0.6208528,0.2102730941772461,train/00015920.jpg,"The image depicts bone and teeth intertwined with futuristic circuitry, a ghostly figure, skulls morphing, and strange alien planets in a surreal landscape."
0.8300179,0.2660612,0.27584251403808596,train/00015960.jpg,Two people on a motorcycle in front of a white house.
0.50410575,0.7943598,0.25895225524902343,train/00016173.jpg,Vintage horror illustration of an old lady staring down a dark stairwell with candlelight illumination.
0.1822257,0.6001691,0.21619443893432616,train/00016288.jpg,"A powerful Pokemon card featuring impressive attacks, stats, and art."
0.21691571,0.3809902,0.261904239654541,train/00016381.jpg,"A city floating in clouds during a pink sunset, depicted as an oil painting with dramatic lighting."
0.46939084,0.82311046,0.27798561096191404,train/00016494.jpg,An attractive female fire angel with long white hair and wearing flames in an intricate and highly detailed digital painting.
0.46739748,0.6984276,0.2579326629638672,train/00016550.jpg,"A young man wearing 16th century clothes in a D&D fantasy portrait, digitally painted with highly detailed illustration by artgerm, greg rutkowski, and alphonse mucha."
0.8422013,0.298331,0.2931753349304199,train/00016752.jpg,A man in yellow jacket on black motorcycle with a tan teddy bear.
0.7041217,0.17678891,0.25115379333496096,train/00016792.jpg,A city street filled with traffic at night.
0.18717887,0.4439758,0.2295609474182129,train/00016812.jpg,Moon shattering over Manhattan in new disaster movie at night.
0.19551794,0.42581084,0.24081924438476562,train/00017120.jpg,"A cyberpunk digital art depicting a Victorian-era street with volumetric lighting, thick smog, steam, and orange street lamps."
0.5381717,0.50328296,0.26196792602539065,train/00017138.jpg,"The image depicts a sticker art of the Pokemon Jumpluff as a cute mascot named Miss Cotovol, designed by artist Beeple and used as a game icon by Cronobreaker."
0.17500654,0.37307897,0.2601111602783203,train/00017218.jpg,"A spooky village with dense fog and an eerie atmosphere features one house, creating a sense of fear in a horror game."
0.25485215,0.38834897,0.29380767822265624,train/00017274.jpg,A colorful digital painting featuring a store filled with fantasy-themed merchandise.
0.3852398,0.6293837,0.25378631591796874,train/00017295.jpg,Soulja Boy character in Red Dead Redemption 2 game.
0.3057564,0.5576237,0.26678062438964845,train/00017393.jpg,"Album cover of ""Ephemeral Mage and Warrior"" by Akihiko Yoshida."
0.43065938,0.82013124,0.2620400810241699,train/00017530.jpg,"Daisy Ridley as the Sith Empress in a black satin robe and metal belt with a neutral expression, detailed eyes, and make-up that portrays a crying and sweaty look."
0.4428338,0.95164925,0.27419036865234375,train/00017862.jpg,Sleeping woman with mushrooms as camouflage.
0.75801456,0.16862425,0.28890491485595704,train/00017906.jpg,A silver Nissan truck is parked on the side of a road.
0.33226484,0.036089346,0.28169832229614256,train/00017911.jpg,A toilet with buttons or a remote control.
0.3726784,0.8321413,0.24491287231445313,train/00018004.jpg,"An oil painting depicts Tracer from Overwatch in a field with a large black leather choker around her neck, styled in the expressive and detailed fashion of Mark Arian."
0.17655984,0.39868057,0.25356058120727537,train/00018035.jpg,"The image is a highly detailed digital painting of mountains under a paisley-filled sky filled with stars, featuring intricate concept art created by Michael Whelan and Charles Williams."
0.64600945,0.55116576,0.3030666160583496,train/00018049.jpg,"Barbie doll holding a chicken, oil painting from the 1980s."
0.38291422,0.057104167,0.26485374450683596,train/00018071.jpg,A bathroom is shown with a sink and toilet.
0.34796047,0.4754093,0.27355321884155276,train/00018247.jpg,Undressed women creating a detailed human tower resembling a giant sculpture from ancient Rome.
0.07470126,0.34902442,0.2491803741455078,train/00018269.jpg,Enchanted forest by Guillaume Seignac.
0.34721607,0.93709725,0.26209535598754885,train/00018349.jpg,A young maid dressed in a black SS military uniform with blond hair and blue eyes looks apathetic.
0.19149925,0.46191382,0.23064876556396485,train/00018692.jpg,An illustration of an anthill's underground labyrinth viewed from inside.
0.42636636,0.06259913,0.2667677307128906,train/00018804.jpg,A white sink and mirror in a room.
0.54132366,0.7510099,0.24913066864013672,train/00018920.jpg,A soldier with angel wings stands victorious on a pile of skulls with a blue and yellow flag.
0.36863348,0.042770684,0.2687622261047363,train/00018928.jpg,A toilet set inside of a bath tub.
0.42460954,0.72369593,0.2437455940246582,train/00019100.jpg,A digital illustration of Aragorn wearing medieval armor with a red cross on a yellow flag in the background.
0.5961436,0.6787679,0.2920801544189453,train/00019147.jpg,A man with red glowing eyes.
0.3353646,0.044549152,0.27093542098999024,train/00019511.jpg,a toilet that has a big deep hole in it
0.49648634,0.47504175,0.25057449340820315,train/00019640.jpg,A painting depicting unusual birds in cloaks gathering for a mystical summoning ceremony with an exotic owl wizardry present.
0.4996437,0.5962053,0.2721090316772461,train/00019842.jpg,Realistic detailed image of an ultra wrathful rainbow diamond nightmare scientist mega god of chaos in a gothic style art by Yoshitaka Amano.
0.41394043,0.7920009,0.25936433792114255,train/00019876.jpg,"The image is a portrait of a woman named Sarah in a Pixar-style, created by three artists."
0.46059382,0.52768934,0.26557571411132813,train/00019946.jpg,"A tennis ball monster depicted in digital art with a fantasy and magic theme, presented as a professional illustration by Basil Gogos."
0.3980343,0.8638176,0.2546575164794922,train/00020004.jpg,"A digital illustration featuring a beautiful woman with short pink hair wearing a black beret and surrounded by dark, intricate, highly detailed Marvel Comics art."
0.5469243,0.5801615,0.28691688537597654,train/00020117.jpg,A humanoid golem is locked up in a synagogue attic.
0.6073633,0.5697812,0.28985721588134766,train/00020194.jpg,"A miniature egg figure with human arms, legs, and goggles."
0.4589986,0.7460929,0.25402069091796875,train/00020250.jpg,"The image is a surrealistic painting of the three fates by Agostino Arrivabene, depicted with intricate and beautiful faces."
0.40281472,0.4791091,0.284521312713623,train/00020386.jpg,An Escher drawing of an arthropod.
